Part_Time,Face_to_Face,Availability,Country,University,Distance,Level_Code,Faculty,Course,Course_Lang,Blended,Remarks,Prerequisite_2_grade,Website,Offline,Int_Fees,City,Duration_Time,Full_Time,Local_Fees,Online,Prerequisite_3_grade,Prerequisite_2,Currency_Time,Career_Outcomes,Description,Prerequisite_1_grade,Prerequisite_3,Duration,Currency,Prerequisite_1
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Design (Architecture),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-design-architecture%2F&auth=ZWFf%2F6CXwfKtrGdT%2FKxmMQ&profile=_default&rank=20&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34200,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"From Bauhaus to brutalism, suburbia to skyscrapers; architecture is more than just buildings. Concerned with both form and space, process and performance, mass and light, perception and comfort, Architecture shapes the ways we live and connect.Throughout a Bachelor of Design (Architecture) at Swinburne, you will study a range of concepts and skillsets under the guidance of world-renowned academics in a variety of settings, from classrooms to workshops and design studios.Across three years – and through units in design, construction, cultural contexts and more – you will master the software used in cutting-edge firms, retrace the history of the craft, get hands-on experience with industry partnerships and placements, and work with innovative and sustainable building materials that are changing the world.With access to Swinburne’s ProtoLAB, a state-of-the-art digital fabrication and design workshop equipped with 3D printers, collaborative robots and laser cutters, you’ll have all the tools at hand to become a designer of the future.",80,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,English,Bachelor of Health Science,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-health-science%2F&auth=D%2B52CwLJOCJpjNUo3NyPQQ&profile=_default&rank=21&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,33680,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Health Science is designed to equip students for careers promoting health and wellbeing. Access laboratories and testing facilities equipped with the latest technology - Swinburne is the only university in Australia with MRI and MEG labs on campus. Explore Australian and international health challenges. Examine the physical, psychological and social aspects of health in a variety of settings. Learn about contemporary issues in health science, such as biomedical testing or health communication, and how to address them. Apply your learning in a professionally focused, multidisciplinary project during your final year of study. Discover a career in counselling, community development, health communication, disability, social welfare or medical research. Graduates may also progress to postgraduate study in physiotherapy, occupational therapy, speech therapy or nursing.",60,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,HONS,Science and Health Science,Bachelor of Psychology (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-psychology-honours%2F&auth=%2FliweE%2BlnVf06lUNuwZxYQ&profile=_default&rank=22&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34560,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The Bachelor of Psychology (Honours) is an integrated four-year program designed to satisfy the first step towards becoming a professional psychologist.This degree will provide you the knowledge and skills to understand and explain human behaviour and relationships. You’ll learn about abnormal psychology, cognition, developmental psychology, psychological assessment, personality, social psychology and statistics, as well as biology, chemistry and physiology.In your final year of study, you’ll complete an original research project as well as pre-professional training. The course is designed to prepare you for postgraduate studies in specialist areas of professional psychology such as counselling, clinical, organisational or sports psychology, or to pursue a career in research.The Bachelor of Psychology (Honours) is professionally accredited by the Australian Psychology Accreditation Council (APAC).",85,,4,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Business & Commerce & Finance & Accounting,Bachelor of Business,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-business%2F&auth=4PcBmdvzuLFfE6GKU84Dww&profile=_default&rank=23&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,31360,Hawthorn,Years,yes,"11,155",no,,IELTS,year,,"The Bachelor of Business is designed to equip students with core skills and knowledge in business, management and operations to prepare them for roles in modern organisations.Students select a major area of specialisation which is combined with other studies to teach them how to be entrepreneurial thinkers in their future career.The course links theoretical and practical knowledge needed to operate effectively in diverse settings such as not-for-profits, government, small business and corporations. Students participate in professionally focused, multidisciplinary projects during their final year of study.",60,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Law,Bachelor of Screen Production,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-screen-production%2F&auth=2EsOd1BEmo34vqwS%2BW9zow&profile=_default&rank=24&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"The course focuses on the critical study and production of content for the rapidly-growing media landscape that includes digital platforms and devices such as smartphones, tablet computers, e-readers, handheld game devices, digital signage and online video. Growth in this space has increased the demand for skilled workers who are able to create, manage and distribute screen and media content. The course aligns with Creative Victoria’s 2016 industry strategy that acknowledges links between distinct creative industry disciplines, and champions the benefits of practitioners who are able to work across the creative industries ‘ecosystem’. Career outcomes are in emerging markets that leverage traditional screen and media production skills with new contexts and narratives.",60,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Education,Bachelor of Education Studies,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-education-studies%2F&auth=Ms6GwxPxOJVb0q0SGXPIaQ&profile=_default&rank=25&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,30000,Hawthorn,Years,yes,"6,684",no,,IELTS,year,,"Learn about how children learn with a Bachelor of Education Studies. Critically review theory and practice in the primary school and early childhood areas. Plan and implement effective teaching and learning in diverse contexts. Develop the skills for the future education workforce by tailoring your electives to a variety of education environments. This degree does not qualify you to become a teacher. Instead, you’ll graduate ready for a career at a policy or governmental level, or in corporate on non-profit training.",60,,3,AUD,year 12
yes,yes,A,Australia,Swinburne University of Technology,yes,BA,Computer Science & Information Technology,Bachelor of Games and Interactivity,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Fbachelor-of-games-and-interactivity%2F&auth=7A75VKUDZz6ayrh3MgQw%2Bg&profile=_default&rank=26&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,32400,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Games and Interactivity focuses on the role of games in contemporary society and how games are developing as a cultural industry. Students undertake a range of projects which focus on analog and digital games, and develop practical and creative research and communication skills in a games lab environment. The course recognises the increasing convergence of games and other forms of media by complementing a core set of games-specific studies with units drawn from the wider field of media and communications.",65,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Science and Health Science,Bachelor of Psychology (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-psychology-honours%2F&auth=Fsa7lQlReoI%2BknnjWFL3WQ&profile=_default&rank=27&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,34560,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The Bachelor of Psychology (Honours) is an integrated four-year program designed to satisfy the first step towards becoming a professional psychologist.This degree will provide you the knowledge and skills to understand and explain human behaviour and relationships. You’ll learn about abnormal psychology, cognition, developmental psychology, psychological assessment, personality, social psychology and statistics, as well as biology, chemistry and physiology.In your final year of study, you’ll complete an original research project as well as pre-professional training. The course is designed to prepare you for postgraduate studies in specialist areas of professional psychology such as counselling, clinical, organisational or sports psychology, or to pursue a career in research.The Bachelor of Psychology (Honours) is professionally accredited by the Australian Psychology Accreditation Council (APAC).",65,,4,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Aviation,Bachelor of Aviation (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-aviation-honours%2F&auth=8HZ%2BngR3FuMiUMO0MMkQrw&profile=_default&rank=28&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36800,Hawthorn,Year,yes,"9,527",no,,IELTS,year,,"The Bachelor of Aviation (Honours) course is designed to provide preparation for postgraduate study with a focus on developing research attributes, to enable graduates to undertake a higher degree by research. The Bachelor of Aviation (Honours) degree is undertaken as an additional year following the three-year Bachelor of Aviation or Bachelor of Aviation (Management) degree, or four-year Bachelor of Aviation / Bachelor of Business or Bachelor of Aviation (Management) / Bachelor of Business double degrees.",65,,1,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,BA,Law,Bachelor of Screen Production,English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-screen-production%2F&auth=sF9Vn6uaA5A5MoRt5U0wMw&profile=_default&rank=29&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,36600,Hawthorn,Years,yes,"9,527",no,,IELTS,year,,"The course focuses on the critical study and production of content for the rapidly-growing media landscape that includes digital platforms and devices such as smartphones, tablet computers, e-readers, handheld game devices, digital signage and online video. Growth in this space has increased the demand for skilled workers who are able to create, manage and distribute screen and media content. The course aligns with Creative Victoria’s 2016 industry strategy that acknowledges links between distinct creative industry disciplines, and champions the benefits of practitioners who are able to work across the creative industries ‘ecosystem’. Career outcomes are in emerging markets that leverage traditional screen and media production skills with new contexts and narratives.",65,,3,AUD,year 12
no,yes,A,Australia,Swinburne University of Technology,yes,HONS,Humanities and Social Science,Bachelor of Psychological Sciences (Honours),English,yes,[],6.0,https://search.swinburne.edu.au/s/redirect?collection=swinburne-courses&url=https%3A%2F%2Fwww.swinburne.edu.au%2Fstudy%2Fcourse%2Finternational%2Fbachelor-of-psychological-sciences-honours%2F&auth=%2BOx%2BmsfSwRQVPSag1nCwOg&profile=_default&rank=30&query=bachelor+-associate+AccreditationStatus%3Acurrent+%7CStudyLevel%3A%22%24%2B%2B+degrees+and+double+degrees+%24%2B%2B%22+%7C%5BResidency%3A%22%24%2B%2B+international+%24%2B%2B%22+Residency%3A%22%24%2B%2B+local+%24%2B%2B%22%5D+%7CAccreditationStatus%3A%22%24%2B%2B+current+%24%2B%2B%22,yes,"39,560",Hawthorn,Year,yes,"9,527",no,,IELTS,year,,"Develop advanced, independent research skills and work towards a career as a professional psychologist or academic researcher.The Bachelor of Psychological Sciences (Honours) is available to students who have completed an Australian Psychology Accreditation accredited undergraduate degree. It will prepare you for postgraduate studies in specialist areas of professional psychology such as clinical psychology, organisational psychology and sports psychology, or a career in research.You’ll complete an original research project as well as pre-professional training.The Bachelor of Psychological Sciences (Honours) is professionally accredited with conditions by the Australian Psychology Accreditation Council (APAC).",65,,1,AUD,year 12
